month,deployed_tech_count,deployed_tech_ids,climate_restoration_effect,ocean_restoration_effect,agriculture_effect,pollution_cleanup_effect,baseline_mortality,transition_mortality,total_mortality,population,temperature_delta,co2_concentration,ocean_acidification,biodiversity_loss,nitrogen_boundary,phosphorus_boundary,active_crises,crisis_types,government_effectiveness,social_cohesion
74,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.112854,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
75,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.114423,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
76,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.116016,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
77,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.117634,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
78,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.119279,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
79,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.120950,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
80,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.122647,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
81,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.124372,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
82,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.126124,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
83,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.127904,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
84,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.129712,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
85,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.131548,0.000000,0.000000,0.000000,4,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
